object_type,schema,name,detail,migration_source,classification,notes
column,public,compliance_request_components.created_by,type=uuid; nullable=NO; default=None; ordinal=13,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_components.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=14,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
primary_key,public,compliance_request_components_pkey,table=compliance_request_components; columns=id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_created_by_fkey,compliance_request_components.created_by -> profiles.user_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_decided_by_fkey,compliance_request_components.decided_by -> profiles.user_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_request_id_revision_number_fkey,compliance_request_components.revision_number -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_request_id_revision_number_fkey,compliance_request_components.revision_number -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_request_id_revision_number_fkey,compliance_request_components.request_id -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_components_request_id_revision_number_fkey,compliance_request_components.request_id -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_13_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_14_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_1_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_2_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_3_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_4_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_6_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21696_8_not_null,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_components_component_status_check,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_components_entity_kind_check,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
unique,public,compliance_request_components_id_request_id_revision_number_key,"table=compliance_request_components; columns=id,request_id,revision_number",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_components_proposed_value_snapshot_check,table=compliance_request_components; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_components_id_request_id_revision_number_key,"CREATE UNIQUE INDEX compliance_request_components_id_request_id_revision_number_key ON public.compliance_request_components USING btree (id, request_id, revision_number)",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_components_pkey,CREATE UNIQUE INDEX compliance_request_components_pkey ON public.compliance_request_components USING btree (id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,ix_ccr_components_revision,"CREATE INDEX ix_ccr_components_revision ON public.compliance_request_components USING btree (request_id, revision_number, component_status)",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_audit_compliance_request_components,"table=compliance_request_components; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_ccr_component_guard,"table=compliance_request_components; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION ccr_guard_component()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_enablement,public,compliance_request_components__rls,rls_enabled=True; forced=False,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_policy,public,compliance_request_components.ccr_components_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
table,public,compliance_request_decisions,columns=9; pk_cols=1; fk_out=7; triggers=2; rls=enabled; policies=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.request_id,type=uuid; nullable=NO; default=None; ordinal=2,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.revision_number,type=integer; nullable=NO; default=None; ordinal=3,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.component_id,type=uuid; nullable=YES; default=None; ordinal=4,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.decision,type=text; nullable=NO; default=None; ordinal=5,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.comments,type=text; nullable=YES; default=None; ordinal=6,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.decided_by,type=uuid; nullable=NO; default=None; ordinal=7,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.decided_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=8,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_decisions.correlation_id,type=uuid; nullable=NO; default=None; ordinal=9,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
primary_key,public,compliance_request_decisions_pkey,table=compliance_request_decisions; columns=id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_component_id_fkey,compliance_request_decisions.component_id -> compliance_request_components.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_request_id_revision_number_fkey,compliance_request_decisions.revision_number -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_request_id_revision_number_fkey,compliance_request_decisions.revision_number -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_decided_by_fkey,compliance_request_decisions.decided_by -> profiles.user_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_request_id_revision_number_fkey,compliance_request_decisions.request_id -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_request_id_revision_number_fkey,compliance_request_decisions.request_id -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_decisions_request_id_fkey,compliance_request_decisions.request_id -> compliance_configuration_requests.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_1_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_2_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_3_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_5_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_7_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_8_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21746_9_not_null,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_decisions_check,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_decisions_decision_check,table=compliance_request_decisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_decisions_pkey,CREATE UNIQUE INDEX compliance_request_decisions_pkey ON public.compliance_request_decisions USING btree (id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,ix_ccr_decisions_request,"CREATE INDEX ix_ccr_decisions_request ON public.compliance_request_decisions USING btree (request_id, revision_number, decided_at)",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_audit_compliance_request_decisions,"table=compliance_request_decisions; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_ccr_decisions_immutable,"table=compliance_request_decisions; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION ccr_block_immutable_rows()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_enablement,public,compliance_request_decisions__rls,rls_enabled=True; forced=False,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_policy,public,compliance_request_decisions.ccr_decisions_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
table,public,compliance_request_publications,columns=8; pk_cols=1; fk_out=8; triggers=2; rls=enabled; policies=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.request_id,type=uuid; nullable=NO; default=None; ordinal=2,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.revision_number,type=integer; nullable=NO; default=None; ordinal=3,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.component_id,type=uuid; nullable=NO; default=None; ordinal=4,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.version_id,type=uuid; nullable=NO; default=None; ordinal=5,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.published_by,type=uuid; nullable=NO; default=None; ordinal=6,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.published_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=7,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_publications.correlation_id,type=uuid; nullable=NO; default=None; ordinal=8,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
primary_key,public,compliance_request_publications_pkey,table=compliance_request_publications; columns=id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_published_by_fkey,compliance_request_publications.published_by -> profiles.user_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_request_id_revision_number_fkey,compliance_request_publications.revision_number -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_version_id_fkey,compliance_request_publications.version_id -> compliance_entity_versions.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_component_id_fkey,compliance_request_publications.component_id -> compliance_request_components.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_request_id_fkey,compliance_request_publications.request_id -> compliance_configuration_requests.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_request_id_revision_number_fkey,compliance_request_publications.revision_number -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_request_id_revision_number_fkey,compliance_request_publications.request_id -> compliance_request_revisions.revision_number,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_publications_request_id_revision_number_fkey,compliance_request_publications.request_id -> compliance_request_revisions.request_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_1_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_2_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_3_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_4_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_5_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_6_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_7_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21830_8_not_null,table=compliance_request_publications; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
unique,public,compliance_request_publications_component_id_key,table=compliance_request_publications; columns=component_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
unique,public,compliance_request_publications_version_id_key,table=compliance_request_publications; columns=version_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_publications_component_id_key,CREATE UNIQUE INDEX compliance_request_publications_component_id_key ON public.compliance_request_publications USING btree (component_id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_publications_pkey,CREATE UNIQUE INDEX compliance_request_publications_pkey ON public.compliance_request_publications USING btree (id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_publications_version_id_key,CREATE UNIQUE INDEX compliance_request_publications_version_id_key ON public.compliance_request_publications USING btree (version_id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_audit_compliance_request_publications,"table=compliance_request_publications; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_ccr_publications_immutable,"table=compliance_request_publications; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION ccr_block_immutable_rows()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_enablement,public,compliance_request_publications__rls,rls_enabled=True; forced=False,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_policy,public,compliance_request_publications.ccr_publications_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
table,public,compliance_request_revisions,columns=8; pk_cols=1; fk_out=2; triggers=2; rls=enabled; policies=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.request_id,type=uuid; nullable=NO; default=None; ordinal=2,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.revision_number,type=integer; nullable=NO; default=None; ordinal=3,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.created_by,type=uuid; nullable=NO; default=None; ordinal=4,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=5,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.submitted_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=6,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.comments,type=text; nullable=YES; default=None; ordinal=7,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
column,public,compliance_request_revisions.return_reason,type=text; nullable=YES; default=None; ordinal=8,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
primary_key,public,compliance_request_revisions_pkey,table=compliance_request_revisions; columns=id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_revisions_created_by_fkey,compliance_request_revisions.created_by -> profiles.user_id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
foreign_key,public,compliance_request_revisions_request_id_fkey,compliance_request_revisions.request_id -> compliance_configuration_requests.id,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21674_1_not_null,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21674_2_not_null,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21674_3_not_null,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21674_4_not_null,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,2200_21674_5_not_null,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
unique,public,compliance_request_revisions_request_id_revision_number_key,"table=compliance_request_revisions; columns=request_id,revision_number",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
check,public,compliance_request_revisions_revision_number_check,table=compliance_request_revisions; columns=None,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_revisions_pkey,CREATE UNIQUE INDEX compliance_request_revisions_pkey ON public.compliance_request_revisions USING btree (id),20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
index,public,compliance_request_revisions_request_id_revision_number_key,"CREATE UNIQUE INDEX compliance_request_revisions_request_id_revision_number_key ON public.compliance_request_revisions USING btree (request_id, revision_number)",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_audit_compliance_request_revisions,"table=compliance_request_revisions; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
trigger,public,trg_ccr_revision_guard,"table=compliance_request_revisions; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION ccr_guard_revision()",20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_enablement,public,compliance_request_revisions__rls,rls_enabled=True; forced=False,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
rls_policy,public,compliance_request_revisions.ccr_revisions_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260719213000_compliance_configuration_request_engine.sql,canonical+applied,
table,public,config_versions,columns=15; pk_cols=1; fk_out=3; triggers=1; rls=enabled; policies=3,0001_foundation.sql,canonical+applied,
column,public,config_versions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,0001_foundation.sql,canonical+applied,
column,public,config_versions.engine,type=text; nullable=NO; default=None; ordinal=2,0001_foundation.sql,canonical+applied,
column,public,config_versions.object_id,type=uuid; nullable=NO; default=None; ordinal=3,0001_foundation.sql,canonical+applied,
column,public,config_versions.version_label,type=text; nullable=NO; default=None; ordinal=4,0001_foundation.sql,canonical+applied,
column,public,config_versions.status,type=USER-DEFINED; nullable=NO; default='draft'::config_status; ordinal=5,0001_foundation.sql,canonical+applied,
column,public,config_versions.payload,type=jsonb; nullable=NO; default=None; ordinal=6,0001_foundation.sql,canonical+applied,
column,public,config_versions.effective_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=7,0001_foundation.sql,canonical+applied,
column,public,config_versions.created_by,type=uuid; nullable=YES; default=None; ordinal=8,0001_foundation.sql,canonical+applied,
column,public,config_versions.approved_by,type=uuid; nullable=YES; default=None; ordinal=9,0001_foundation.sql,canonical+applied,
column,public,config_versions.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=10,0001_foundation.sql,canonical+applied,
column,public,config_versions.updated_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=11,0001_foundation.sql,canonical+applied,
column,public,config_versions.row_version,type=integer; nullable=NO; default=1; ordinal=12,0001_foundation.sql,canonical+applied,
column,public,config_versions.scheduled_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=13,0001_foundation.sql,canonical+applied,
column,public,config_versions.rollback_of,type=uuid; nullable=YES; default=None; ordinal=14,0001_foundation.sql,canonical+applied,
column,public,config_versions.retire_reason,type=text; nullable=YES; default=None; ordinal=15,0001_foundation.sql,canonical+applied,
primary_key,public,config_versions_pkey,table=config_versions; columns=id,0001_foundation.sql,canonical+applied,
foreign_key,public,config_versions_rollback_of_fkey,config_versions.rollback_of -> config_versions.id,0001_foundation.sql,canonical+applied,
foreign_key,public,config_versions_created_by_fkey,config_versions.created_by -> profiles.user_id,0001_foundation.sql,canonical+applied,
foreign_key,public,config_versions_approved_by_fkey,config_versions.approved_by -> profiles.user_id,0001_foundation.sql,canonical+applied,
check,public,2200_17769_10_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_11_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_12_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_1_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_2_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_3_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_4_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_5_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17769_6_not_null,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
check,public,maker_checker,table=config_versions; columns=None,0001_foundation.sql,canonical+applied,
index,public,config_versions_active,"CREATE UNIQUE INDEX config_versions_active ON public.config_versions USING btree (engine, object_id, version_label)",0001_foundation.sql,canonical+applied,
index,public,config_versions_pkey,CREATE UNIQUE INDEX config_versions_pkey ON public.config_versions USING btree (id),0001_foundation.sql,canonical+applied,
index,public,uq_config_versions_active_published,"CREATE UNIQUE INDEX uq_config_versions_active_published ON public.config_versions USING btree (engine, object_id, COALESCE(scheduled_from, effective_from)) WHERE (status = 'published'::config_status)",0001_foundation.sql,canonical+applied,
trigger,public,trg_config_versions_bump,table=config_versions; timing=BEFORE; events=UPDATE; action=EXECUTE FUNCTION config_versions_bump_row_version(),0001_foundation.sql,canonical+applied,
rls_enablement,public,config_versions__rls,rls_enabled=True; forced=False,0001_foundation.sql,canonical+applied,
rls_policy,public,config_versions.config_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,config_versions.config_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,config_versions.config_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
table,public,configuration_templates,columns=16; pk_cols=1; fk_out=3; triggers=2; rls=enabled; policies=2,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.template_key,type=text; nullable=NO; default=None; ordinal=2,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.template_type,type=text; nullable=NO; default=None; ordinal=3,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.version_label,type=text; nullable=NO; default=None; ordinal=4,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.title_en,type=text; nullable=NO; default=None; ordinal=5,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.title_ar,type=text; nullable=NO; default=None; ordinal=6,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.status,type=USER-DEFINED; nullable=NO; default='draft'::config_status; ordinal=7,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.schema,type=jsonb; nullable=NO; default=None; ordinal=8,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.effective_from,type=date; nullable=YES; default=None; ordinal=9,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.effective_to,type=date; nullable=YES; default=None; ordinal=10,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.created_by,type=uuid; nullable=NO; default=None; ordinal=11,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.approved_by,type=uuid; nullable=YES; default=None; ordinal=12,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.published_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=13,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.supersedes_id,type=uuid; nullable=YES; default=None; ordinal=14,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.deactivation_reason,type=text; nullable=YES; default=None; ordinal=15,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
column,public,configuration_templates.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=16,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
primary_key,public,configuration_templates_pkey,table=configuration_templates; columns=id,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
foreign_key,public,configuration_templates_supersedes_id_fkey,configuration_templates.supersedes_id -> configuration_templates.id,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
foreign_key,public,configuration_templates_created_by_fkey,configuration_templates.created_by -> profiles.user_id,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
foreign_key,public,configuration_templates_approved_by_fkey,configuration_templates.approved_by -> profiles.user_id,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_11_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_16_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_1_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_2_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_3_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_4_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_5_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_6_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_7_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,2200_19507_8_not_null,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
unique,public,configuration_templates_key_version_unique,"table=configuration_templates; columns=template_key,version_label",20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,configuration_templates_maker_checker,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,configuration_templates_template_type_check,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
check,public,configuration_templates_window,table=configuration_templates; columns=None,20260715220000_m09_authoritative_contract_completion.sql,canonical+applied,
