object_type,schema,name,detail,migration_source,classification,notes
check,public,2200_21249_8_not_null,table=mvp3_devices; columns=None,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
check,public,mvp3_devices_check,table=mvp3_devices; columns=None,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
unique,public,mvp3_devices_device_identifier_key,table=mvp3_devices; columns=device_identifier,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
check,public,mvp3_devices_platform_check,table=mvp3_devices; columns=None,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
check,public,mvp3_devices_trust_status_check,table=mvp3_devices; columns=None,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
index,public,mvp3_devices_assignee_idx,"CREATE INDEX mvp3_devices_assignee_idx ON public.mvp3_devices USING btree (assigned_user_id, trust_status)",20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
index,public,mvp3_devices_device_identifier_key,CREATE UNIQUE INDEX mvp3_devices_device_identifier_key ON public.mvp3_devices USING btree (device_identifier),20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
index,public,mvp3_devices_pkey,CREATE UNIQUE INDEX mvp3_devices_pkey ON public.mvp3_devices USING btree (id),20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
rls_enablement,public,mvp3_devices__rls,rls_enabled=True; forced=False,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
rls_policy,public,mvp3_devices.mvp3_devices_insert,cmd=INSERT; roles={authenticated}; permissive=PERMISSIVE,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
rls_policy,public,mvp3_devices.mvp3_devices_read,cmd=SELECT; roles={authenticated}; permissive=PERMISSIVE,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
table,public,mvp3_error_queue,columns=13; pk_cols=1; fk_out=0; triggers=0; rls=enabled; policies=2,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
column,public,mvp3_error_queue.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
column,public,mvp3_error_queue.source,type=text; nullable=NO; default=None; ordinal=2,20260718150000_mvp3_enterprise_control_plane.sql,canonical+applied,
